height,price,dealNumber,SectorStartEpoch,StartEpoch,LabelShort,TotalSize
214000,1800000000,8,214476,221012,8,17179869184
214000,1250000000,2,214200,220595,2,536870912
214000,1000000000,142,214002,218319,103,279172874240
214000,980000000,19,214100,221097,19,40802189312
214000,900000000,6,214022,220402,6,6442450944
214000,500000000,493,214010,218028,456,526670364672
214000,490000000,72,214100,218919,72,77309411328
214000,450000000,1,214022,220739,1,536870912
214000,270000000,177,214009,217138,72,95026151424
214000,250000000,204,214015,219260,198,108783468544
214000,245000000,1,214196,220061,1,536870912
214000,200000000,2,214450,221842,2,4294967296
214000,199999998,9,214367,220413,9,19327352832
214000,125000000,3,214100,216480,3,536870912
214000,100000000,34,214450,221246,34,36507222016
214000,99999999,19,214367,220401,19,20401094656
214000,62500000,5,214055,216562,4,671088640
214000,49999999,1,214367,220414,1,536870912
214000,31250000,1,214224,219860,1,67108864
214000,20000000,2,214055,215875,1,262144
214000,100000,231,214033,220471,226,977373495296
214000,62500,2,214726,218373,1,268435456
214000,1000,2,214127,218418,2,3221225472
214000,25,1,214665,218322,1,268435456
214000,12,2,214066,217977,1,268435456
214000,10,6,214309,221310,6,12884901888
214000,6,1,214685,218337,1,67108864
214000,5,52,214022,221305,45,55834574848
214000,2,2,214586,221947,2,1073741824
214000,1,24,214421,217916,24,9059696640
214000,0,493,214000,216458,5,2423947264
213000,100000000000,1,213915,221792,1,1073741824
213000,12500000000,1,213214,221103,1,134217728
213000,10000000000,3,213350,216374,3,6442450944
213000,6250000000,1,213601,218098,1,134217728
213000,5000000000,8,213070,214716,8,8589934592
213000,2500000000,3,213350,216012,3,1610612736
213000,1800000000,6,213108,219267,6,12884901888
213000,1000000000,332,213101,214039,276,506537721856
213000,900000000,6,213108,219263,6,6442450944
213000,625000000,3,213070,215008,3,402653184
213000,500000000,560,213033,218105,508,600758550528
213000,490000000,48,213045,217170,48,51539607552
213000,450000000,3,213108,219529,3,1610612736
213000,375000000,1,213419,219864,1,268435456
213000,270000000,186,213001,217154,53,99857989632
213000,250000000,161,213008,217696,161,86436216832
213000,200000000,37,213108,218236,37,79456894976
213000,199999998,17,213095,220203,17,36507222016
213000,112500000,2,213108,219703,2,268435456
213000,100000000,172,213108,218233,158,184683593728
213000,99999999,26,213095,220243,26,27917287424
213000,62500000,2,213636,216555,2,268435456
213000,50000000,3,213144,218990,3,1610612736
213000,20000000,5,213020,215865,1,655360
213000,12500000,2,213108,220021,2,268435456
213000,100000,127,213004,220703,124,545460846592
213000,8000,2,213210,216381,2,17179869184
213000,10,1,213688,221018,1,2147483648
213000,5,93,213545,220294,70,99857989632
213000,1,9,213121,217290,9,2986344448
213000,0,969,213001,215636,99,70664192
212000,100000000000,2,212471,220402,1,2147483648
212000,80000000000,2,212449,217118,2,4294967296
212000,40000000000,3,212449,217175,3,3221225472
212000,20000000000,4,212691,217319,4,8589934592
212000,12500000000,2,212209,216511,2,268435456
212000,10000000000,19,212056,215772,19,36507222016
212000,5000000000,12,212171,216101,11,9529458688
212000,4000000000,17,212213,216221,12,47244640256
212000,3000000000,1,212526,219269,1,2147483648
212000,2500000000,2,212056,215235,2,1073741824
212000,2000000000,9,212691,216535,9,17179869184
212000,1500000000,1,212526,219345,1,1073741824
212000,1250000000,1,212013,216541,1,134217728
212000,1000000000,227,212009,214074,154,425738633216
212000,625000000,1,212345,216554,1,134217728
212000,500000000,208,212007,216074,165,223338299392
212000,490000000,22,212365,214113,22,23622320128
212000,312500000,1,212171,215432,1,67108864
212000,270000000,166,212007,214263,71,89120571392
212000,250000000,502,212007,216009,449,267563040768
212000,200000000,21,212000,217364,21,45097156608
212000,199999998,54,212138,219085,54,115964116992
212000,187500000,1,212526,216573,1,134217728
212000,125000000,3,212488,218027,3,805306368
212000,100000000,97,212000,217294,88,104152956928
212000,99999999,22,212311,219471,22,23622320128
212000,62500000,5,212002,216480,5,671088640
212000,50000000,5,212000,217305,5,2684354560
212000,31250000,3,212488,219874,2,201326592
212000,25000000,4,212324,216585,4,1073741824
212000,24999999,1,212852,220026,1,268435456
212000,20000000,15,212002,215865,1,1966080
212000,12500000,3,212022,216568,3,402653184
212000,100000,258,212027,219833,256,1098169450496
212000,1000,10,212570,219906,10,10737418240
212000,500,2,212570,219988,2,1073741824
212000,10,26,212102,218011,26,55834574848
212000,5,114,212102,218004,94,122406567936
212000,2,3,212102,218054,3,1610612736
212000,1,64,212174,216040,64,24159191296
212000,0,751,212002,214605,7,683311104
211000,100000000000,2,211538,218249,2,3221225472
211000,25000000000,1,211993,219190,1,536870912
211000,12500000000,6,211246,216484,5,805306368
211000,10000000000,6,211363,217874,6,11811160064
211000,9400000000,1,211723,219241,1,1073741824
211000,8000000000,3,211150,215074,3,8589934592
211000,6250000000,1,211993,216483,1,134217728
211000,5000000000,2,211284,217563,2,2147483648
211000,4000000000,15,211235,216305,13,30064771072
211000,3000000000,1,211710,218544,1,2147483648
211000,2500000000,1,211809,218910,1,536870912
211000,2000000000,12,211235,216382,12,18790481920
211000,1800000000,10,211350,217477,10,21474836480
211000,1000000000,300,211024,214116,221,450099150848
211000,900000000,4,211350,217534,4,4294967296
211000,500000000,230,211002,217079,174,245886877696
211000,450000000,1,211794,218616,1,536870912
211000,270000000,206,211006,215469,52,110595407872
211000,250000000,343,211004,216402,330,179583320064
211000,225000000,1,211794,218423,1,268435456
211000,200000000,29,211116,217417,28,62277025792
211000,199999998,14,211585,218499,14,30064771072
211000,125000000,3,211286,215978,3,570425344
211000,100000000,77,211116,217181,75,91268055040
211000,99999999,5,211585,218473,5,5368709120
211000,93750000,1,211608,215432,1,67108864
211000,62500000,11,211286,216467,9,1476395008
211000,50000000,7,211355,217587,7,5905580032
211000,25000000,1,211390,217689,1,268435456
211000,20000000,57,211005,215867,1,7471104
211000,15625000,1,211286,215978,1,33554432
211000,14062500,1,211350,215505,1,16777216
211000,6250000,2,211161,215316,2,201326592
211000,1562500,1,211116,215505,1,16777216
211000,100000,175,211095,215235,175,743165657088
211000,2000,3,211585,219261,3,6442450944
211000,1000,24,211585,219044,24,25769803776
211000,500,4,211678,216578,4,7471104
211000,62,1,211678,216517,1,134217728
211000,10,39,211233,216625,39,83751862272
211000,5,65,211233,216661,58,69793218560
211000,2,5,211233,216903,5,2684354560
211000,1,46,211428,215352,46,19226689536
211000,0,284,211002,213426,4,273055744
210000,200000000000,2,210698,212553,2,4294967296
210000,100000000000,1,210488,218473,1,1073741824
210000,50000000000,2,210612,213643,2,1073741824
210000,25000000000,1,210749,215206,1,536870912
210000,12500000000,1,210541,218521,1,134217728
210000,10000000000,6,210252,216229,6,11811160064
210000,9400000000,1,210167,217595,1,1073741824
210000,8000000000,1,210759,215127,1,4294967296
210000,5000000000,2,210252,216128,2,2147483648
210000,4000000000,13,210982,215992,13,27917287424
210000,2000000000,70,210268,214078,70,146028888064
210000,1800000000,4,210484,216627,4,8589934592
210000,1250000000,1,210487,216482,1,268435456
210000,1000000000,97,210003,211208,87,176093659136
210000,900000000,2,210484,216972,2,2147483648
210000,500000000,239,210003,211225,169,251792850944
210000,490000000,33,210232,215391,33,35433480192
210000,270000000,199,210001,214266,50,106837311488
210000,250000000,363,210011,215806,319,192937984000
210000,245000000,1,210232,215610,1,536870912
210000,225000000,2,210484,216717,2,536870912
210000,200000000,17,210048,216891,16,36507222016
210000,125000000,8,210202,215806,8,1946157056
210000,112500000,1,210484,216700,1,134217728
210000,100000000,19,210048,216709,19,20401094656
210000,62500000,12,210008,213801,10,1610612736
210000,31250000,1,210202,216172,1,67108864
210000,30625000,1,210232,215474,1,67108864
210000,20000000,35,210603,215865,1,4587520
210000,15625000,1,210202,210866,1,33554432
210000,7812500,1,210301,214604,1,16777216
210000,1562500,1,210182,214604,1,16777216
210000,100000,179,210043,216659,179,768799145984
210000,1000,19,210612,216701,19,20401094656
210000,10,12,210492,216237,12,25769803776
210000,5,22,210492,216215,19,23622320128
210000,1,9,210110,214872,9,4160749568
210000,0,402,210001,213763,2,6586368
209000,178300000000,1,209951,210260,1,1073741824
209000,100000000000,2,209296,216383,2,2147483648
209000,58000000000,1,209161,210260,1,2147483648
209000,51100000000,1,209161,210260,1,2147483648
209000,50000000000,2,209445,216001,2,2147483648
209000,43600000000,1,209161,210260,1,2147483648
209000,30100000000,1,209161,210260,1,1073741824
209000,20800000000,1,209161,210260,1,536870912
209000,18400000000,1,209161,210834,1,536870912
209000,10000000000,1,209705,216032,1,1073741824
209000,9400000000,1,209714,216540,1,1073741824
209000,8000000000,2,209699,213505,2,8589934592
209000,5000000000,1,209789,217305,1,536870912
209000,4000000000,16,209487,215606,15,34359738368
209000,2400000000,1,209020,210260,1,2147483648
209000,2000000000,27,209020,210260,26,52613349376
209000,1800000000,10,209669,215836,10,21474836480
209000,1600000000,4,209372,210260,4,6979321856
209000,1200000000,2,209381,210260,2,2147483648
209000,1100000000,1,209360,210260,1,1073741824
209000,1000000000,292,209001,212614,279,367286812672
209000,900000000,11,209020,210260,11,10737418240
209000,800000000,1,209776,210260,1,536870912
209000,600000000,1,209381,210260,1,536870912
209000,500000000,255,209001,210260,182,266556407808
209000,490000000,6,209391,213495,6,6442450944
209000,450000000,1,209669,216592,1,536870912
209000,400000000,6,209375,210260,6,3758096384
209000,300000000,3,209375,210260,3,1073741824
209000,270000000,92,209139,214257,22,49392123904
209000,250000000,93,209001,213319,93,49190797312
209000,200000000,17,209124,216356,17,36507222016
209000,125000000,7,209001,214434,7,1879048192
209000,100000000,26,209048,216287,26,27917287424
209000,62500000,9,209001,214026,9,1140850688
209000,50000000,3,209048,216427,3,1610612736
209000,31250000,2,209153,216641,2,134217728
209000,25000000,1,209356,216539,1,268435456
209000,20000000,3,209407,216813,3,6442450944
209000,10000000,7,209407,216831,7,7516192768
209000,5000000,2,209407,216784,2,1073741824
209000,100000,303,209017,216708,302,1301375090688
209000,1,5,209968,214593,5,1073741824
209000,0,598,209001,213535,3,9830400
208000,217100000000,1,208144,210260,1,2147483648
208000,200000000000,1,208244,216112,1,2147483648
208000,117300000000,1,208098,210260,1,1073741824
208000,88100000000,1,208726,210834,1,536870912
208000,80000000000,5,208422,213440,5,10737418240
208000,70800000000,1,208319,210260,1,536870912
208000,63800000000,1,208711,210260,1,2147483648
208000,54700000000,1,208340,210079,1,2147483648
208000,54500000000,1,208340,210079,1,2147483648
208000,54300000000,1,208340,209790,1,1073741824
208000,52900000000,1,208340,210079,1,2147483648
208000,49500000000,1,208340,209759,1,2147483648
208000,48000000000,1,208340,210079,1,2147483648
208000,47800000000,1,208711,210260,1,2147483648
208000,46600000000,1,208340,209832,1,2147483648
208000,43800000000,1,208711,210260,1,2147483648
208000,43600000000,1,208340,210079,1,2147483648
208000,43100000000,2,208340,208989,2,4294967296
208000,40000000000,4,208422,213558,4,4294967296
208000,30500000000,1,208340,210079,1,1073741824
208000,25000000000,1,208237,216205,1,268435456
208000,24800000000,1,208340,210079,1,1073741824
208000,24700000000,1,208340,209736,1,1073741824
208000,22100000000,1,208340,210079,1,1073741824
208000,20000000000,3,208145,213315,3,6442450944
208000,17200000000,1,208340,210079,1,536870912
208000,14000000000,1,208340,210079,1,536870912
208000,10000000000,6,208085,212188,6,11811160064
208000,9400000000,2,208542,216024,2,2147483648
208000,8000000000,6,208007,211114,6,25769803776
208000,7000000000,1,208340,209767,1,268435456
208000,5000000000,6,208156,210365,6,4563402752
208000,3200000000,1,208327,210260,1,2147483648
208000,2900000000,1,208307,210260,1,1073741824
208000,2600000000,2,208307,210079,2,4294967296
208000,2500000000,2,208156,213592,2,1073741824
208000,2300000000,8,208307,208989,8,17179869184
208000,2100000000,1,208837,210260,1,1073741824
208000,2000000000,9,208210,214979,8,19327352832
208000,1900000000,1,208307,210079,1,1073741824
208000,1700000000,2,208664,210260,2,1610612736
208000,1600000000,2,208015,210260,2,3221225472
208000,1400000000,1,208307,210079,1,1073741824
208000,1250000000,4,208156,210358,4,671088640
208000,1175000000,1,208542,213236,1,134217728
208000,1000000000,29,208000,211227,29,51539607552
208000,900000000,1,208837,210260,1,536870912
208000,800000000,1,208403,210834,1,536870912
208000,700000000,3,208004,210832,3,1610612736
208000,625000000,1,208181,210291,1,134217728
208000,500000000,250,208028,208293,201,250368491520
208000,400000000,4,208099,208989,4,7516192768
208000,300000000,2,208101,210260,2,1073741824
208000,250000000,23,208003,211226,21,11609833472
208000,200000000,37,208042,215606,37,79456894976
208000,125000000,2,208237,211640,2,402653184
208000,100000000,46,208042,215575,46,49392123904
208000,62500000,7,208036,210318,7,939524096
208000,50000000,3,208042,215610,3,1610612736
208000,31250000,4,208085,214796,2,268435456
208000,25000000,2,208375,215869,2,536870912
208000,20000000,1,208160,208404,1,131072
208000,12500000,1,208826,216235,1,134217728
208000,7812500,1,208837,212168,1,16777216
208000,100000,408,208017,210798,406,1750199173120
208000,1000,13,208946,216241,13,13958643712
208000,10,17,208078,215548,17,36507222016
208000,5,61,208078,215477,48,65498251264
208000,2,5,208078,215610,5,2684354560
208000,1,31,208131,212716,31,11911824128
208000,0,152,208011,212668,5,337985536
207000,272900000000,1,207971,210260,1,2147483648
207000,217100000000,1,207876,210260,1,2147483648
207000,123200000000,1,207971,210260,1,1073741824
207000,111100000000,1,207971,210260,1,2147483648
207000,103100000000,1,207307,210260,1,536870912
207000,53900000000,3,207732,208989,3,6442450944
207000,50000000000,1,207852,214302,1,1073741824
207000,43100000000,1,207873,208989,1,2147483648
207000,40000000000,1,207732,211457,1,2147483648
207000,39700000000,1,207307,210260,1,134217728
207000,31800000000,1,207873,210260,1,1073741824
207000,25000000000,1,207160,213492,1,268435456
207000,20000000000,2,207732,214112,2,3221225472
207000,17800000000,1,207873,210260,1,536870912
207000,16000000000,2,207484,212390,2,34359738368
207000,12500000000,1,207036,210314,1,134217728
207000,10000000000,2,207156,210608,2,1610612736
207000,8000000000,1,207553,211563,1,4294967296
207000,5400000000,1,207303,210260,1,2147483648
207000,5100000000,1,207997,210260,1,2147483648
207000,5000000000,1,207093,213930,1,536870912
207000,4900000000,1,207813,210260,1,2147483648
207000,4500000000,3,207303,208989,3,6442450944
207000,4400000000,1,207671,210260,1,1073741824
207000,4200000000,1,207671,210260,1,1073741824
207000,3900000000,1,207671,210260,1,1073741824
207000,3800000000,1,207813,210260,1,1073741824
207000,3400000000,1,207594,210260,1,1073741824
207000,3200000000,1,207810,210260,1,2147483648
207000,3100000000,1,207303,210260,1,1073741824
207000,2800000000,2,207968,210079,2,4294967296
207000,2700000000,2,207810,209758,2,4294967296
207000,2600000000,1,207821,209728,1,2147483648
207000,2500000000,2,207732,210260,2,2281701376
207000,2400000000,2,207067,210007,2,4294967296
207000,2300000000,12,207067,208989,12,23085449216
207000,2200000000,2,207303,210260,2,1073741824
207000,2100000000,1,207968,210079,1,1073741824
207000,2000000000,24,207251,208445,24,50465865728
207000,1900000000,4,207353,209562,4,5368709120
207000,1800000000,12,207067,210079,12,21474836480
207000,1700000000,3,207043,210079,3,5368709120
207000,1600000000,2,207810,209599,2,3221225472
207000,1500000000,10,207043,210007,10,17179869184
207000,1400000000,10,207002,208989,10,20401094656
207000,1300000000,6,207043,208989,6,9663676416
207000,1250000000,2,207156,210757,2,402653184
207000,1200000000,7,207043,210260,7,6979321856
207000,1100000000,5,207043,210260,5,4831838208
207000,1000000000,152,207043,208301,149,213406187520
207000,900000000,16,207043,210260,16,16106127360
207000,800000000,6,207002,210260,6,5905580032
207000,700000000,9,207043,210260,9,11274289152
207000,600000000,8,207050,210260,8,5100273664
207000,500000000,143,207023,209630,126,152202903552
207000,490000000,31,207035,212611,31,33285996544
207000,400000000,25,207043,208989,25,36775657472
207000,300000000,15,207002,210007,15,10334765056
207000,250000000,37,207038,209893,35,19327352832
207000,200000000,42,207002,208989,42,90194313216
207000,125000000,3,207571,214889,3,536870912
207000,112500000,1,207961,210764,1,134217728
207000,100000000,34,207002,214567,33,36507222016
207000,62500000,8,207117,210368,7,1006632960
207000,61250000,1,207035,210312,1,134217728
207000,31250000,2,207562,214898,2,134217728
207000,25000000,1,207875,215448,1,268435456
207000,20000000,1,207160,208419,1,131072
207000,12500000,2,207123,210314,2,268435456
207000,100000,254,207016,215350,254,1086626725888
207000,10,2,207958,215253,2,4294967296
207000,5,19,207311,213816,16,20401094656
207000,0,90,207013,211864,5,404078592
206000,317100000000,1,206275,209974,1,2147483648
206000,239800000000,1,206213,210079,1,2147483648
206000,219500000000,1,206331,210260,1,2147483648
206000,214900000000,6,206331,208989,6,12884901888
206000,200000000000,1,206722,213534,1,2147483648
206000,176200000000,1,206560,210260,1,1073741824
206000,138900000000,1,206560,210260,1,1073741824
206000,138700000000,1,206331,210260,1,1073741824
206000,133200000000,1,206629,210260,1,1073741824
206000,109000000000,1,206213,210079,1,1073741824
206000,100000000000,3,206045,211672,3,6442450944
206000,72700000000,1,206449,210260,1,536870912
206000,71300000000,1,206449,210260,1,536870912
206000,62000000000,1,206811,210260,1,2147483648
206000,60000000000,1,206371,210079,1,2147483648
206000,51900000000,1,206811,210260,1,2147483648
206000,50000000000,1,206722,213298,1,536870912
206000,44600000000,1,206811,210260,1,2147483648
206000,43600000000,1,206371,210260,1,2147483648
206000,43100000000,17,206371,208989,17,36507222016
206000,41600000000,1,206811,210260,1,1073741824
206000,36700000000,1,206811,210260,1,1073741824
206000,35800000000,1,206811,210260,1,1073741824
206000,32800000000,1,206449,210260,1,536870912
206000,26500000000,1,206811,210260,1,1073741824
206000,25100000000,1,206811,210260,1,1073741824
206000,25000000000,2,206324,212215,2,1073741824
206000,23600000000,1,206371,210079,1,1073741824
206000,22400000000,1,206371,210079,1,2147483648
206000,20000000000,2,206371,213448,2,4294967296
206000,18800000000,1,206876,214316,1,2147483648
206000,18600000000,1,206371,210079,1,536870912
206000,15625000000,1,206194,209852,1,33554432
206000,15100000000,1,206811,210260,1,536870912
206000,14300000000,1,206371,210260,1,536870912
206000,12500000000,4,206008,210281,4,536870912
206000,10000000000,1,206603,213519,1,1073741824
206000,9400000000,1,206034,213579,1,1073741824
206000,8000000000,30,206035,210589,27,128849018880
206000,7000000000,1,206371,210079,1,268435456
206000,6250000000,2,206385,210286,2,268435456
206000,5000000000,1,206450,210359,1,134217728
206000,4900000000,1,206129,210079,1,2147483648
206000,4500000000,4,206129,208989,4,8589934592
206000,4100000000,1,206129,210079,1,1073741824
206000,4000000000,2,206600,208401,2,8589934592
206000,3500000000,1,206129,210079,1,1073741824
206000,3400000000,1,206035,210079,1,1073741824
206000,3100000000,1,206035,210079,1,1073741824
206000,2900000000,1,206996,210260,1,1073741824
206000,2800000000,1,206207,209974,1,2147483648
206000,2600000000,2,206035,210079,2,2147483648
206000,2500000000,1,206035,210079,1,1073741824
206000,2300000000,3,206629,208989,3,6442450944
206000,2000000000,23,206300,208399,23,54223962112
206000,1900000000,3,206018,210007,3,5368709120
206000,1800000000,2,206151,210260,2,3221225472
206000,1700000000,1,206280,210260,1,2147483648
206000,1600000000,5,206076,210079,5,9126805504
206000,1500000000,4,206117,210260,4,8589934592
206000,1400000000,38,206002,208989,38,79993765888
206000,1300000000,6,206038,208989,6,11811160064
206000,1250000000,22,206196,210278,22,2952790016
206000,1200000000,9,206002,210079,9,10737418240
206000,1100000000,4,206445,210079,4,4294967296
206000,1000000000,70,206019,207238,68,97777614848
206000,980000000,4,206006,211424,4,8589934592
206000,900000000,8,206058,208989,8,8053063680
206000,800000000,6,206166,210260,6,5905580032
206000,700000000,3,206196,210007,3,1879048192
206000,600000000,9,206019,209184,9,5502926848
206000,500000000,107,206038,208407,101,108313706496
206000,490000000,21,206006,210985,21,22548578304
206000,400000000,14,206234,208876,14,12213813248
206000,300000000,9,206120,210007,9,14763950080
206000,250000000,15,206075,210219,15,7784628224
206000,200000000,61,206331,208989,61,103213432832
206000,125000000,3,206201,210135,3,671088640
206000,100000000,12,206043,209194,12,10754195456
206000,62500000,6,206164,208634,6,805306368
206000,61250000,1,206236,211481,1,134217728
206000,31250000,2,206207,210754,2,201326592
206000,25000000,1,206234,210375,1,268435456
206000,20000000,46,206006,208394,41,85900132352
206000,15625000,1,206968,210866,1,33554432
206000,10000000,62,206331,212507,62,66571993088
206000,5000000,4,206466,212925,4,2147483648
206000,2500000,1,206597,213125,1,268435456
206000,1250000,2,206540,210334,2,268435456
206000,100000,184,206154,209946,177,785979015168
206000,125,1,206277,210270,1,134217728
206000,10,22,206078,209422,21,47244640256
206000,5,40,206078,209539,36,42949672960
206000,2,3,206078,209486,3,1610612736
206000,0,43,206018,209481,4,269107200
205000,308700000000,1,205147,209559,1,2147483648
205000,222600000000,1,205147,209573,1,2147483648
205000,214900000000,7,205147,205508,7,15032385536
205000,200000000000,2,205031,210080,2,4294967296
205000,182600000000,1,205147,209594,1,1073741824
205000,154400000000,1,205143,209499,1,2147483648
205000,125400000000,1,205188,209649,1,1073741824
205000,125000000000,1,205188,209664,1,1073741824
205000,100000000000,1,205191,212453,1,2147483648
205000,80000000000,4,205440,211823,4,8589934592
205000,50000000000,1,205463,211707,1,536870912
205000,47700000000,1,205188,209639,1,268435456
205000,40000000000,5,205440,212012,5,5368709120
205000,25000000000,1,205174,209453,1,268435456
205000,20000000000,3,205440,211714,3,3221225472
205000,17500000000,1,205569,210323,1,268435456
205000,12500000000,20,205039,210265,14,2684354560
205000,10000000000,8,205057,209453,8,8053063680
205000,8000000000,55,205144,209478,43,236223201280
205000,6250000000,1,205808,210285,1,134217728
205000,6200000000,1,205388,209796,1,1073741824
205000,5900000000,1,205494,210079,1,2147483648
205000,5400000000,1,205494,210079,1,2147483648
205000,5200000000,2,205388,209835,2,3221225472
205000,5000000000,3,205057,209459,3,1342177280
205000,4600000000,1,205388,209812,1,2147483648
205000,4500000000,4,205388,205508,4,8589934592
205000,3000000000,1,205790,210079,1,2147483648
205000,2900000000,1,205307,209844,1,2147483648
205000,2800000000,2,205307,209974,2,4294967296
205000,2700000000,1,205307,210007,1,2147483648
205000,2600000000,3,205388,209853,3,3288334336
205000,2500000000,3,205307,209955,3,2415919104
205000,2400000000,1,205307,210007,1,2147483648
205000,2350000000,1,205535,213247,1,268435456
205000,2300000000,15,205307,205508,15,32212254720
205000,2100000000,1,205790,210079,1,1073741824
205000,2000000000,8,205091,208289,8,14495514624
205000,1900000000,6,205240,209796,6,11274289152
205000,1800000000,5,205011,209825,5,9126805504
205000,1700000000,4,205220,210007,4,7516192768
205000,1600000000,14,205067,209729,14,27380416512
205000,1500000000,8,205307,209741,8,13421772800
205000,1400000000,83,205001,205508,83,174483046400
205000,1300000000,7,205002,209744,7,6979321856
205000,1250000000,1,205841,210392,1,134217728
205000,1200000000,11,205003,209705,11,11811160064
205000,1175000000,1,205535,210311,1,134217728
205000,1100000000,10,205110,209974,10,9663676416
205000,1000000000,221,205005,205675,220,298634444800
205000,980000000,13,205344,209823,12,27917287424
205000,900000000,15,205054,209568,14,13958643712
205000,800000000,17,205185,209928,16,12616466432
205000,700000000,7,205179,210079,7,3489660928
205000,600000000,16,205075,209521,16,9932111872
205000,500000000,115,205002,205636,102,119374086144
205000,490000000,21,205344,209809,21,22548578304
205000,400000000,19,205000,205508,19,21206401024
205000,300000000,8,205285,209689,8,9663676416
205000,293750000,1,205098,209773,1,33554432
205000,250000000,35,205001,205932,34,18790481920
205000,200000000,45,205000,205508,44,67796729856
205000,125000000,5,205474,209870,4,939524096
205000,122500000,1,205377,209870,1,268435456
205000,100000000,42,205028,208989,39,8564768768
205000,62500000,15,205102,210255,12,2013265920
205000,20000000,69,205000,208275,58,120260788224
205000,10000000,54,205011,211113,54,57982058496
205000,5000000,4,205331,211490,4,2147483648
205000,1250000,2,205331,211481,2,268435456
205000,100000,12,205175,211130,12,51539607552
205000,2000,2,205174,210943,2,4294967296
205000,1000,22,205033,210700,22,23622320128
205000,250,1,205221,211905,1,268435456
205000,0,280,205057,206583,258,268617728
204000,200000000000,3,204419,211514,3,6442450944
204000,100000000000,4,204460,211476,4,5368709120
204000,80000000000,2,204293,208830,2,4294967296
204000,50000000000,3,204313,211531,3,3221225472
204000,40000000000,3,204293,209856,3,3221225472
204000,25000000000,2,204114,210374,2,1073741824
204000,24700000000,1,204950,209731,1,2147483648
204000,21000000000,1,204950,209747,1,2147483648
204000,20900000000,2,204950,209760,2,4294967296
204000,20000000000,2,204293,208886,2,1073741824
204000,18800000000,1,204592,211944,1,2147483648
204000,17800000000,1,204950,209777,1,1073741824
204000,17300000000,1,204950,209559,1,1073741824
204000,16000000000,2,204655,207832,2,36507222016
204000,14600000000,1,204950,209658,1,1073741824
204000,13500000000,1,204950,209629,1,1073741824
204000,12500000000,1,204999,210264,1,134217728
204000,11900000000,1,204950,209786,1,1073741824
204000,10300000000,1,204950,209687,1,1073741824
204000,10000000000,6,204293,209419,6,5637144576
204000,8900000000,1,204950,209698,1,536870912
204000,8000000000,60,204005,208364,46,257698037760
204000,6800000000,1,204950,209639,1,536870912
204000,6700000000,1,204950,209682,1,536870912
204000,6000000000,1,204950,209596,1,536870912
204000,5600000000,1,204749,209654,1,2147483648
204000,5000000000,1,204293,211616,1,134217728
204000,4700000000,1,204592,211938,1,536870912
204000,4500000000,5,204749,205508,5,10737418240
204000,4000000000,1,204805,209579,1,1073741824
204000,3200000000,1,204805,209518,1,2147483648
204000,2700000000,1,204749,209679,1,1073741824
204000,2500000000,2,204853,209574,2,4294967296
204000,2300000000,7,204853,205508,7,15032385536
204000,2200000000,2,204805,205508,2,4294967296
204000,2100000000,1,204853,209559,1,1073741824
204000,2000000000,6,204184,206765,6,15032385536
204000,1900000000,1,204976,209714,1,2147483648
204000,1800000000,4,204480,209526,4,7516192768
204000,1700000000,3,204599,209613,3,6442450944
204000,1600000000,4,204507,209629,4,8589934592
204000,1400000000,43,204481,205508,43,91268055040
204000,1300000000,4,204663,209771,4,5905580032
204000,1200000000,3,204647,205508,3,5368709120
204000,1100000000,6,204359,209208,6,6442450944
204000,1000000000,131,204016,206968,131,152473436160
204000,980000000,10,204309,209622,10,21474836480
204000,900000000,6,204480,209566,6,5905580032
204000,800000000,6,204713,208303,6,5368709120
204000,600000000,20,204061,209196,18,15166603264
204000,500000000,151,204016,207114,135,103733526528
204000,490000000,8,204309,209593,8,8589934592
204000,400000000,5,204832,209945,5,1107296256
204000,300000000,5,204315,205508,5,2415919104
204000,250000000,42,204079,207221,41,22548578304
204000,200000000,177,204024,205508,170,202974953472
204000,125000000,1,204296,211004,1,134217728
204000,100000000,87,204073,208293,78,9795796992
204000,62500000,3,204185,207187,3,402653184
204000,20000000,45,204012,208394,20,40805597184
204000,10000000,48,204024,210197,48,51539607552
204000,5000000,3,204269,210385,3,1610612736
204000,3906250,1,204282,209015,1,4194304
204000,2500000,2,204269,210852,2,536870912
204000,1250000,1,204394,210407,1,134217728
204000,625000,1,204394,210401,1,67108864
204000,0,263,204478,206581,257,453308416
203000,200000000000,1,203197,209231,1,2147483648
203000,100000000000,4,203595,209952,4,4294967296
203000,50000000000,3,203197,209496,3,1610612736
203000,20000000000,2,203644,210563,2,4294967296
203000,18800000000,1,203987,211750,1,2147483648
203000,12500000000,2,203197,209480,2,268435456
203000,10000000000,2,203339,207331,2,3221225472
203000,9400000000,1,203987,211524,1,1073741824
203000,8000000000,60,203049,207230,38,257698037760
203000,6250000000,2,203560,209516,2,134217728
203000,4000000000,2,203202,203668,2,8589934592
203000,3125000000,1,203560,208622,1,33554432
203000,2000000000,15,203385,204945,15,34359738368
203000,1800000000,2,203002,209178,2,4294967296
203000,1562500000,1,203560,208715,1,16777216
203000,1000000000,92,203010,204810,83,181462372352
203000,980000000,11,203202,209422,11,23622320128
203000,900000000,2,203002,210017,2,2147483648
203000,800000000,1,203165,207989,1,2147483648
203000,500000000,268,203004,208293,242,226863611904
203000,490000000,10,203202,207668,10,10737418240
